channel,overall_mean_SNR,overall_sd_SNR,overall_max_SNR,overall_min_SNR,total_points
blue,56.87566195507637,68.20975011938171,245.2158061566598,1.5244132120568348,68
red,37.712481129944194,57.529660563784795,297.8569311828083,0.9035086101227688,68
