channel,pos,mean_SNR,sd_SNR,max_SNR,min_SNR
blue,pos1,56.46026986799535,20.099599854625573,235.9197009591352,1.9636841881666214
blue,pos2,57.291054042157384,32.029006434489,245.2158061566598,1.5244132120568348
red,pos1,32.83810756454492,2.0952505408845634,185.33040166563023,1.4111211692177679
red,pos2,42.58685469534347,27.126547409821853,297.8569311828083,0.9035086101227688
