AOI,z,SNR,pos,type,channel
1,0,28.32394283765901,pos1,real,blue
1,1,28.59304475132014,pos1,real,blue
1,2,33.066038044531744,pos1,real,blue
1,3,19.344449929629928,pos1,real,blue
1,4,13.508408546735744,pos1,real,blue
1,5,108.03806086805359,pos1,real,blue
1,6,145.83141604165476,pos1,real,blue
1,7,368.06613052244427,pos1,real,blue
1,8,371.27063170135256,pos1,real,blue
1,9,172.880111226343,pos1,real,blue
1,10,49.522364899440355,pos1,real,blue
1,11,105.07570234886897,pos1,real,blue
1,12,6.997703791749166,pos1,real,blue
1,13,6.2415880147242255,pos1,real,blue
1,14,12.168516912421737,pos1,real,blue
1,15,8.973254952531658,pos1,real,blue
1,16,7.615961381288362,pos1,real,blue
2,0,17.38175657714658,pos1,real,blue
2,1,20.79824221030399,pos1,real,blue
2,2,20.18026587689713,pos1,real,blue
2,3,9.951118725358176,pos1,real,blue
2,4,8.81728090480307,pos1,real,blue
2,5,48.189138945604576,pos1,real,blue
2,6,70.25459009526944,pos1,real,blue
2,7,208.0739121170021,pos1,real,blue
2,8,347.7770715386638,pos1,real,blue
2,9,210.8384244694335,pos1,real,blue
2,10,70.85331161588476,pos1,real,blue
2,11,150.0156734068551,pos1,real,blue
2,12,6.657348826925804,pos1,real,blue
2,13,5.317034859122343,pos1,real,blue
2,14,11.299093103794819,pos1,real,blue
2,15,8.93735211301861,pos1,real,blue
2,16,7.286892605034238,pos1,real,blue
1,0,135326400.75683594,pos1,ideal,blue
1,0,21.200236031460125,pos2,real,blue
1,1,25.25308194252654,pos2,real,blue
1,2,31.38169619964784,pos2,real,blue
1,3,13.338518338317947,pos2,real,blue
1,4,12.258653158522414,pos2,real,blue
1,5,84.35125314923387,pos2,real,blue
1,6,104.62681197606753,pos2,real,blue
1,7,300.396173353882,pos2,real,blue
1,8,431.6405710202131,pos2,real,blue
1,9,291.17441073698063,pos2,real,blue
1,10,92.67244765141498,pos2,real,blue
1,11,172.34769493813604,pos2,real,blue
1,12,75.52641875853377,pos2,real,blue
1,13,8.682327089412155,pos2,real,blue
1,14,16.746678324807377,pos2,real,blue
1,15,12.436644374107413,pos2,real,blue
1,16,9.604528360531651,pos2,real,blue
2,0,9.015574162903064,pos2,real,blue
2,1,8.797911739990464,pos2,real,blue
2,2,9.322302309329771,pos2,real,blue
2,3,4.458248314449234,pos2,real,blue
2,4,4.431120675738207,pos2,real,blue
2,5,4.546941576104609,pos2,real,blue
2,6,1.7084487162873854,pos2,real,blue
2,7,130.98414239882496,pos2,real,blue
2,8,225.55759964945506,pos2,real,blue
2,9,173.37596834473672,pos2,real,blue
2,10,46.48355794686257,pos2,real,blue
2,11,116.00659537942416,pos2,real,blue
2,12,4.191266403638217,pos2,real,blue
2,13,3.9721985401147872,pos2,real,blue
2,14,7.244388511513067,pos2,real,blue
2,15,6.3826783510692024,pos2,real,blue
2,16,6.33232141844916,pos2,real,blue
3,0,9.008329467132848,pos2,real,blue
3,1,10.258694645225152,pos2,real,blue
3,2,10.691196105114013,pos2,real,blue
3,3,5.500614981093106,pos2,real,blue
3,4,5.225446054941218,pos2,real,blue
3,5,5.2544569930026945,pos2,real,blue
3,6,1.9490464606647437,pos2,real,blue
3,7,148.91486000185915,pos2,real,blue
3,8,211.7411618343305,pos2,real,blue
3,9,151.50143522433342,pos2,real,blue
3,10,48.49923577970859,pos2,real,blue
3,11,115.43317918298145,pos2,real,blue
3,12,40.061533064450536,pos2,real,blue
3,13,4.5972199076609375,pos2,real,blue
3,14,8.37199669196322,pos2,real,blue
3,15,7.457291997295386,pos2,real,blue
3,16,7.242930372461794,pos2,real,blue
4,0,6.936574241296866,pos2,real,blue
4,1,8.432529336155472,pos2,real,blue
4,2,9.541669839408609,pos2,real,blue
4,3,4.77357032604092,pos2,real,blue
4,4,4.620974399586583,pos2,real,blue
4,5,112.04285091962808,pos2,real,blue
4,6,133.3165503634552,pos2,real,blue
4,7,181.408325374425,pos2,real,blue
4,8,118.767893620982,pos2,real,blue
4,9,1.3605333891764002,pos2,real,blue
4,10,1.2707771151238452,pos2,real,blue
4,11,3.4139867369341355,pos2,real,blue
4,12,3.206648742379066,pos2,real,blue
4,13,2.638093307171908,pos2,real,blue
4,14,5.954612492116712,pos2,real,blue
4,15,5.936648576282585,pos2,real,blue
4,16,5.202199790347992,pos2,real,blue
1,0,148558120.72753906,pos2,ideal,blue
1,0,13.830964072436506,pos3,real,blue
1,1,14.026727397453548,pos3,real,blue
1,2,14.042269613560128,pos3,real,blue
1,3,14.595226725549033,pos3,real,blue
1,4,11.873650879449185,pos3,real,blue
1,5,12.939241886607501,pos3,real,blue
1,6,13.783980475607265,pos3,real,blue
1,7,2.5078571635512876,pos3,real,blue
1,8,2.600958408102214,pos3,real,blue
1,9,83.75651204341767,pos3,real,blue
1,10,200.9817766254463,pos3,real,blue
1,11,191.3563868714312,pos3,real,blue
1,12,445.143809869968,pos3,real,blue
1,13,223.496397586349,pos3,real,blue
1,14,105.69082645765073,pos3,real,blue
1,15,16.15032475447465,pos3,real,blue
1,16,15.27655169453419,pos3,real,blue
2,0,8.432264434424622,pos3,real,blue
2,1,8.512218906427865,pos3,real,blue
2,2,8.308531922737549,pos3,real,blue
2,3,8.868965012168532,pos3,real,blue
2,4,6.663152841604952,pos3,real,blue
2,5,6.505711129684413,pos3,real,blue
2,6,6.604339093755404,pos3,real,blue
2,7,1.3541251750158465,pos3,real,blue
2,8,1.558134583913595,pos3,real,blue
2,9,67.15594161203258,pos3,real,blue
2,10,66.55807479399591,pos3,real,blue
2,11,1.3757510948914335,pos3,real,blue
2,12,101.95988896526826,pos3,real,blue
2,13,6.866349270360418,pos3,real,blue
2,14,6.778626681492514,pos3,real,blue
2,15,8.901719524698505,pos3,real,blue
2,16,9.132519639168022,pos3,real,blue
3,0,17.548103211682005,pos3,real,blue
3,1,19.46627071910605,pos3,real,blue
3,2,17.182992745476998,pos3,real,blue
3,3,16.05423780514241,pos3,real,blue
3,4,11.663046273527188,pos3,real,blue
3,5,13.031847092377761,pos3,real,blue
3,6,14.675049585252681,pos3,real,blue
3,7,2.997847262281871,pos3,real,blue
3,8,3.071624431238648,pos3,real,blue
3,9,52.21720778160657,pos3,real,blue
3,10,188.26774133057557,pos3,real,blue
3,11,202.56249617908904,pos3,real,blue
3,12,479.7401687324807,pos3,real,blue
3,13,266.8185561938956,pos3,real,blue
3,14,123.8571525230399,pos3,real,blue
3,15,21.72369684649367,pos3,real,blue
3,16,20.32915286125512,pos3,real,blue
1,0,55747016.90673828,pos3,ideal,blue
