channel,pos,mean_SNR,sd_SNR,max_SNR,min_SNR
blue,pos1,79.65134808123139,10.934733321011679,371.27063170135256,5.317034859122343
blue,pos2,56.86738937025612,29.28099036114139,431.6405710202131,1.2707771151238452
blue,pos3,62.32935232905394,37.48693451169731,479.7401687324807,1.3541251750158465
