channel,pos,mean_SNR,sd_SNR,max_SNR,min_SNR
blue,pos1,52.00757424241931,17.940351776372943,273.30141628490435,1.29115120024308
blue,pos2,56.927852213370606,26.97821072891284,302.83623716852776,1.447698798423504
blue,pos3,52.67012391744537,24.63813544924131,312.1561189044425,1.3736016340871688
