AOI,z,SNR,pos,type,channel
1,0,85274307.25097656,pos2,ideal,blue
1,0,6.759622771431865,pos3,real,blue
1,1,9.38692184914354,pos3,real,blue
1,2,10.730850092166872,pos3,real,blue
1,3,12.447433901502936,pos3,real,blue
1,4,9.267839478407181,pos3,real,blue
1,5,8.4626335062993,pos3,real,blue
1,6,62.37534387430357,pos3,real,blue
1,7,1.3736016340871688,pos3,real,blue
1,8,76.98734760823388,pos3,real,blue
1,9,136.32296619639848,pos3,real,blue
1,10,77.3104085111413,pos3,real,blue
1,11,1.6407757330892039,pos3,real,blue
1,12,74.62653169910301,pos3,real,blue
1,13,7.847838850621642,pos3,real,blue
1,14,6.792793290378335,pos3,real,blue
1,15,8.802216554203241,pos3,real,blue
1,16,7.387993164636241,pos3,real,blue
2,0,10.010386356736138,pos3,real,blue
2,1,22.891148809607863,pos3,real,blue
2,2,21.615725072869076,pos3,real,blue
2,3,27.09110033088966,pos3,real,blue
2,4,41.987776452761096,pos3,real,blue
2,5,101.93256638314237,pos3,real,blue
2,6,208.94052096021235,pos3,real,blue
2,7,110.18333391182226,pos3,real,blue
2,8,258.5463819921794,pos3,real,blue
2,9,312.1561189044425,pos3,real,blue
2,10,151.2566886519593,pos3,real,blue
2,11,50.423918389801436,pos3,real,blue
2,12,109.5113910947753,pos3,real,blue
2,13,15.818354135176723,pos3,real,blue
2,14,10.65117565503332,pos3,real,blue
2,15,12.368548794787001,pos3,real,blue
2,16,10.771311531549737,pos3,real,blue
3,0,8.597202092435515,pos3,real,blue
3,1,15.663164957644826,pos3,real,blue
3,2,14.084370969509578,pos3,real,blue
3,3,14.700572785081526,pos3,real,blue
3,4,12.62490648390136,pos3,real,blue
3,5,74.21535553014277,pos3,real,blue
3,6,155.15649648302542,pos3,real,blue
3,7,100.12855544196371,pos3,real,blue
3,8,205.37754523804412,pos3,real,blue
3,9,189.08130000265848,pos3,real,blue
3,10,72.69512005894082,pos3,real,blue
3,11,2.0641208791405927,pos3,real,blue
3,12,9.255243213645638,pos3,real,blue
3,13,7.813244660820728,pos3,real,blue
3,14,7.127865650490925,pos3,real,blue
3,15,9.8728319498704,pos3,real,blue
3,16,9.43650266464679,pos3,real,blue
4,0,8.875043736378045,pos3,real,blue
4,1,14.526632482932513,pos3,real,blue
4,2,14.518614547637789,pos3,real,blue
4,3,17.571213056579555,pos3,real,blue
4,4,12.493056347462518,pos3,real,blue
4,5,12.114654967016698,pos3,real,blue
4,6,89.31167366039294,pos3,real,blue
4,7,2.1347628890003683,pos3,real,blue
4,8,123.71386762531415,pos3,real,blue
4,9,173.50352653525294,pos3,real,blue
4,10,99.92776512293695,pos3,real,blue
4,11,2.1335365507503283,pos3,real,blue
4,12,71.27393330508238,pos3,real,blue
4,13,9.065832674445305,pos3,real,blue
4,14,8.26902918322022,pos3,real,blue
4,15,10.397717503566398,pos3,real,blue
4,16,9.163600993459578,pos3,real,blue
1,0,138010910.0341797,pos3,ideal,blue
