channel,pos,mean_SNR,sd_SNR,max_SNR,min_SNR
red,pos1,38.97565062652856,27.942772746374793,312.8041453469337,1.3290292652641842e-05
red,pos2,44.55060788261647,30.98689524794253,214.2540222108023,0.43301465802277894
red,pos3,34.26970671202538,16.976200976511862,196.55762486960865,0.7980521196357745
