channel,pos,mean_SNR,sd_SNR,max_SNR,min_SNR
red,pos1,11.688381357453219,,63.39070810520164,0.7865265894951537
red,pos2,37.19203599137706,,147.2450465415733,1.4598410551131757
red,pos3,23.751103670391235,4.707869175814071,152.016797858976,0.7292180633934947
